"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2025-06","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1070.7","","","","1"
"2025-07","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1093.3","","","","1"
"2025-08","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1073.0","","","","1"
"2025-09","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1066.4","","","","1"
"2025-10","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1094.3","","","","1"
"2025-11","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1097.2","","","","1"
"2025-12","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1094.4","","","","1"
"2026-01","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1088.0","","","","1"
"2026-02","Canada","2021A000011124","Transportation and warehousing [48-49]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057612","1.10.1.1","1098.3","","","","1"
"2000-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","852.9","","","","1"
"2000-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","853.3","","","","1"
"2000-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","858.1","","","","1"
"2000-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","845.2","","","","1"
"2000-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","845.6","","","","1"
"2000-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","857.3","","","","1"
"2000-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","859.3","","","","1"
"2000-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","854.4","","","","1"
"2000-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","851.5","","","","1"
"2000-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","867.3","","","","1"
"2000-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","877.4","","","","1"
"2000-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","876.0","","","","1"
"2001-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","870.4","","","","1"
"2001-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","881.8","","","","1"
"2001-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","865.6","","","","1"
"2001-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","877.6","","","","1"
"2001-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","888.3","","","","1"
"2001-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","881.0","","","","1"
"2001-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","875.0","","","","1"
"2001-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","871.7","","","","1"
"2001-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","881.4","","","","1"
"2001-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","878.6","","","","1"
"2001-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","881.6","","","","1"
"2001-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","878.5","","","","1"
"2002-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","888.3","","","","1"
"2002-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","877.7","","","","1"
"2002-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","884.9","","","","1"
"2002-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","888.8","","","","1"
"2002-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","887.8","","","","1"
"2002-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","905.2","","","","1"
"2002-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","905.8","","","","1"
"2002-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","905.5","","","","1"
"2002-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","898.0","","","","1"
"2002-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","899.6","","","","1"
"2002-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","905.6","","","","1"
"2002-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","903.9","","","","1"
"2003-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","900.2","","","","1"
"2003-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","910.5","","","","1"
"2003-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","906.1","","","","1"
"2003-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","922.9","","","","1"
"2003-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","903.2","","","","1"
"2003-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","908.1","","","","1"
"2003-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","914.0","","","","1"
"2003-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","910.0","","","","1"
"2003-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","927.7","","","","1"
"2003-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","920.1","","","","1"
"2003-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","917.2","","","","1"
"2003-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","921.9","","","","1"
"2004-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","929.5","","","","1"
"2004-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","924.8","","","","1"
"2004-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","927.1","","","","1"
"2004-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","941.0","","","","1"
"2004-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","942.4","","","","1"
"2004-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","941.3","","","","1"
"2004-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","948.3","","","","1"
"2004-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","965.0","","","","1"
"2004-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","973.7","","","","1"
"2004-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","963.7","","","","1"
"2004-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","979.7","","","","1"
"2004-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","979.6","","","","1"
"2005-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","978.6","","","","1"
"2005-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","984.1","","","","1"
"2005-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","993.5","","","","1"
"2005-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","985.1","","","","1"
"2005-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","994.2","","","","1"
"2005-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","977.4","","","","1"
"2005-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","986.6","","","","1"
"2005-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","990.9","","","","1"
"2005-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","967.4","","","","1"
"2005-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","982.5","","","","1"
"2005-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","970.6","","","","1"
"2005-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","992.1","","","","1"
"2006-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","986.4","","","","1"
"2006-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","986.4","","","","1"
"2006-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","997.4","","","","1"
"2006-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","995.4","","","","1"
"2006-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1028.9","","","","1"
"2006-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1028.4","","","","1"
"2006-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1017.6","","","","1"
"2006-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1013.0","","","","1"
"2006-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1011.3","","","","1"
"2006-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1023.2","","","","1"
"2006-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1021.5","","","","1"
"2006-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1022.2","","","","1"
"2007-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1022.2","","","","1"
"2007-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1021.7","","","","1"
"2007-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1034.7","","","","1"
"2007-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1033.0","","","","1"
"2007-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1031.6","","","","1"
"2007-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1027.2","","","","1"
"2007-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1034.7","","","","1"
"2007-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1037.2","","","","1"
"2007-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1050.2","","","","1"
"2007-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1048.4","","","","1"
"2007-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1050.1","","","","1"
"2007-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1059.8","","","","1"
"2008-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1066.2","","","","1"
"2008-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1076.2","","","","1"
"2008-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1070.4","","","","1"
"2008-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1072.8","","","","1"
"2008-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1073.3","","","","1"
"2008-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1077.1","","","","1"
"2008-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1083.5","","","","1"
"2008-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1081.6","","","","1"
"2008-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1075.7","","","","1"
"2008-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1074.3","","","","1"
"2008-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1069.2","","","","1"
"2008-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1072.5","","","","1"
"2009-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1074.8","","","","1"
"2009-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1075.7","","","","1"
"2009-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1070.4","","","","1"
"2009-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1066.1","","","","1"
"2009-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1064.6","","","","1"
"2009-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1086.6","","","","1"
"2009-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1080.0","","","","1"
"2009-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1086.1","","","","1"
"2009-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1088.0","","","","1"
"2009-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1096.4","","","","1"
"2009-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1099.8","","","","1"
"2009-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1095.1","","","","1"
"2010-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1100.4","","","","1"
"2010-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1083.8","","","","1"
"2010-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1080.4","","","","1"
"2010-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1082.0","","","","1"
"2010-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1080.9","","","","1"
"2010-06","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1083.4","","","","1"
"2010-07","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1071.9","","","","1"
"2010-08","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1072.3","","","","1"
"2010-09","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1085.4","","","","1"
"2010-10","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1088.9","","","","1"
"2010-11","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1088.7","","","","1"
"2010-12","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1076.6","","","","1"
"2011-01","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1077.3","","","","1"
"2011-02","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1085.1","","","","1"
"2011-03","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1092.8","","","","1"
"2011-04","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1106.2","","","","1"
"2011-05","Canada","2021A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057613","1.11.1.1","1101.6","","","","1"
