"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2000-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14652.7","","","","1"
"2000-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14672.2","","","","1"
"2000-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14697.5","","","","1"
"2000-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14722.7","","","","1"
"2000-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14736.4","","","","1"
"2000-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14746.8","","","","1"
"2000-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14750.4","","","","1"
"2000-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14770.3","","","","1"
"2000-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14812.2","","","","1"
"2000-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14835.3","","","","1"
"2000-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14871.4","","","","1"
"2000-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14920.0","","","","1"
"2001-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14894.4","","","","1"
"2001-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14883.9","","","","1"
"2001-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14888.7","","","","1"
"2001-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14922.3","","","","1"
"2001-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14946.2","","","","1"
"2001-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14922.5","","","","1"
"2001-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14946.3","","","","1"
"2001-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14948.5","","","","1"
"2001-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14972.8","","","","1"
"2001-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14976.9","","","","1"
"2001-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14990.3","","","","1"
"2001-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","14965.6","","","","1"
"2002-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15019.4","","","","1"
"2002-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15042.3","","","","1"
"2002-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15120.5","","","","1"
"2002-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15167.8","","","","1"
"2002-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15222.2","","","","1"
"2002-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15284.3","","","","1"
"2002-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15324.2","","","","1"
"2002-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15406.9","","","","1"
"2002-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15405.2","","","","1"
"2002-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15419.1","","","","1"
"2002-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15467.2","","","","1"
"2002-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15524.7","","","","1"
"2003-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15544.2","","","","1"
"2003-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15601.6","","","","1"
"2003-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15609.7","","","","1"
"2003-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15593.2","","","","1"
"2003-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15574.8","","","","1"
"2003-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15627.1","","","","1"
"2003-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15648.4","","","","1"
"2003-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15638.9","","","","1"
"2003-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15674.7","","","","1"
"2003-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15729.5","","","","1"
"2003-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15778.5","","","","1"
"2003-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15821.1","","","","1"
"2004-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15819.7","","","","1"
"2004-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15826.9","","","","1"
"2004-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15836.3","","","","1"
"2004-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15882.7","","","","1"
"2004-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15900.9","","","","1"
"2004-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15923.9","","","","1"
"2004-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15937.6","","","","1"
"2004-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15945.4","","","","1"
"2004-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15978.9","","","","1"
"2004-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","15989.6","","","","1"
"2004-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16008.3","","","","1"
"2004-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16022.8","","","","1"
"2005-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16034.0","","","","1"
"2005-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16047.1","","","","1"
"2005-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16046.5","","","","1"
"2005-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16072.3","","","","1"
"2005-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16076.7","","","","1"
"2005-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16101.8","","","","1"
"2005-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16142.2","","","","1"
"2005-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16186.6","","","","1"
"2005-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16172.2","","","","1"
"2005-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16211.7","","","","1"
"2005-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16241.2","","","","1"
"2005-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16232.3","","","","1"
"2006-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16261.0","","","","1"
"2006-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16292.2","","","","1"
"2006-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16347.3","","","","1"
"2006-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16383.5","","","","1"
"2006-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16450.4","","","","1"
"2006-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16432.5","","","","1"
"2006-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16440.4","","","","1"
"2006-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16435.6","","","","1"
"2006-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16468.0","","","","1"
"2006-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16487.5","","","","1"
"2006-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16487.5","","","","1"
"2006-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16549.6","","","","1"
"2007-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16615.0","","","","1"
"2007-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16636.4","","","","1"
"2007-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16664.8","","","","1"
"2007-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16658.6","","","","1"
"2007-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16682.1","","","","1"
"2007-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16728.2","","","","1"
"2007-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16796.2","","","","1"
"2007-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16817.5","","","","1"
"2007-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16836.2","","","","1"
"2007-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16883.7","","","","1"
"2007-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16904.8","","","","1"
"2007-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16907.1","","","","1"
"2008-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16932.2","","","","1"
"2008-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16967.5","","","","1"
"2008-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16972.1","","","","1"
"2008-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16971.8","","","","1"
"2008-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16986.8","","","","1"
"2008-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16996.2","","","","1"
"2008-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16980.9","","","","1"
"2008-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17003.3","","","","1"
"2008-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17025.4","","","","1"
"2008-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17070.5","","","","1"
"2008-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16982.7","","","","1"
"2008-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16972.3","","","","1"
"2009-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16824.7","","","","1"
"2009-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16782.3","","","","1"
"2009-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16756.4","","","","1"
"2009-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16730.8","","","","1"
"2009-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16740.7","","","","1"
"2009-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16712.7","","","","1"
"2009-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16702.8","","","","1"
"2009-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16702.7","","","","1"
"2009-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16743.8","","","","1"
"2009-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16753.2","","","","1"
"2009-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16824.7","","","","1"
"2009-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16797.4","","","","1"
"2010-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16825.0","","","","1"
"2010-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16818.0","","","","1"
"2010-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16861.7","","","","1"
"2010-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16928.5","","","","1"
"2010-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","16946.8","","","","1"
"2010-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17024.6","","","","1"
"2010-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17036.5","","","","1"
"2010-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17062.1","","","","1"
"2010-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17058.4","","","","1"
"2010-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17044.3","","","","1"
"2010-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17089.4","","","","1"
"2010-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17117.4","","","","1"
"2011-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17187.2","","","","1"
"2011-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17174.8","","","","1"
"2011-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17173.7","","","","1"
"2011-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17222.1","","","","1"
"2011-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17187.4","","","","1"
"2011-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17218.8","","","","1"
"2011-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17256.4","","","","1"
"2011-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17269.4","","","","1"
"2011-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17272.0","","","","1"
"2011-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17258.0","","","","1"
"2011-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17241.4","","","","1"
"2011-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17258.2","","","","1"
"2012-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17270.1","","","","1"
"2012-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17245.0","","","","1"
"2012-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17338.6","","","","1"
"2012-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17416.2","","","","1"
"2012-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17412.2","","","","1"
"2012-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17414.7","","","","1"
"2012-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17439.8","","","","1"
"2012-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17486.0","","","","1"
"2012-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17534.5","","","","1"
"2012-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17543.2","","","","1"
"2012-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17563.8","","","","1"
"2012-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17609.5","","","","1"
"2013-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17600.7","","","","1"
"2013-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17676.1","","","","1"
"2013-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17610.4","","","","1"
"2013-04","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17641.3","","","","1"
"2013-05","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17692.5","","","","1"
"2013-06","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17682.1","","","","1"
"2013-07","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17650.1","","","","1"
"2013-08","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17677.9","","","","1"
"2013-09","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17659.6","","","","1"
"2013-10","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17664.4","","","","1"
"2013-11","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17691.3","","","","1"
"2013-12","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17668.9","","","","1"
"2014-01","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17666.4","","","","1"
"2014-02","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17662.7","","","","1"
"2014-03","Canada","2021A000011124","Total employed, all industries","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2057603","1.1.1.1","17699.4","","","","1"
